DSF Project ID,Delivery State,Flow,Domain,Sub-Domain,Plan Work,Replan Work,Closed Work,Plan Start,Replan Start,Actual Start,Plan End,Replan End,Actual End,Plan Days,Replan Days,Plan Hr,Replan Hr,Logged Hr,EAC Hr,EAC Efficiency,Work Prog,Time Prog,Effort Prog,RAG,RAG Reason
DSFFLOW-2384,In Progress,Upgrade,Network Management,Resource Orchestration,12,12,5,16-Jun-25,01-Jun-25,24-Jun-25,30-Jun-26,31-Dec-26,,379,578,4016.35,4016.35,1772.25,2892.85,29%,42%,18%,44%,Green,[In Prog] late start; 
DSFFLOW-5578,In Progress,Upgrade,Core Network,Cloud,20,20,0,27-Aug-25,27-Aug-25,04-Sep-25,30-Oct-25,30-Oct-25,,64,64,286.0,286.0,56.0,286.0,0%,0%,31%,20%,Amber,[In Prog] time ticking without any work progress; efforts burnt misaligned with work progress; late start; 
DSFFLOW-5716,Closed,Upgrade,Core Network,EPC,24,24,21,05-May-25,05-May-25,02-Sep-25,05-Sep-25,05-Sep-25,12-Sep-25,123,123,422.5,422.5,423.0,363.0,15%,88%,106%,100%,Red,[Closed] incomplete work; effort budget spent; schedule overrun < 10%; late start; 
DSFFLOW-3998,Assigned,Upgrade,Core Network,MSS,13,13,0,25-Jul-25,25-Jul-25,,15-Apr-26,15-Apr-26,,264,264,220.0,220.0,,220.0,0%,0%,20%,0%,Amber,[Assigned] with 52 days past due start date; 
DSFFLOW-5401,In Progress,Upgrade,Core Network,"Exposure, IMS",102,102,5,22-Aug-25,22-Jul-25,22-Jul-25,31-Dec-25,23-Jan-16,,131,-3468,1405.4,1405.4,173.47,1400.5,0%,5%,-2%,12%,Green,[In Prog] 
DSFFLOW-576,In Progress,Upgrade,BOS,Monetization Billing,34,34,21,03-Mar-25,03-Mar-25,13-May-25,14-Aug-25,10-Oct-25,,164,221,7946.6,7946.6,4883.616667,7701.316667,3%,62%,89%,61%,Green,[In Prog] late start; 
DSFFLOW-3381,Closed,Upgrade,Core Network,Signaling,19,19,19,10-Jun-25,04-Jun-25,04-Jun-25,30-Jul-25,22-Jul-25,22-Jul-25,50,48,179.0,179.0,178.5,178.5,0%,100%,100%,100%,Green,[Closed] 
DSFFLOW-133,On Hold,Upgrade,BOS,Core Commerce,423,423,165,17-Mar-25,17-Mar-25,09-Apr-25,30-Jun-25,29-Sep-25,,105,196,3067.0,3067.0,1563.000833,3136.999167,-2%,39%,93%,51%,Amber,[On Hold] projecting 1%+ EAC effort overrun ; work progress misaligned with time progress; late start; 
DSFFLOW-4245,In Progress,Upgrade,Network Management,"Activation, Element Management, Resource Orchestration",41,41,3,21-Jul-25,21-Jul-25,06-Aug-25,30-Sep-25,30-Sep-25,,71,71,461.9,461.9,157.8916667,461.9,0%,8%,79%,34%,Amber,[In Prog] efforts burnt misaligned with work progress; work progress misaligned with time progress; late start; 
DSFFLOW-611,In Progress,Maiden Installation,Core Network,EPC,58,58,0,10-Feb-25,10-Feb-25,21-Jul-25,31-Dec-25,31-Dec-25,,324,324,2055.0,2055.0,727.0,1899.0,8%,0%,67%,35%,Amber,[In Prog] time ticking without any work progress; efforts burnt misaligned with work progress; late start; 
DSFFLOW-2641,In Progress,Upgrade,Network Management,Element Management,24,24,16,01-Jul-25,01-Jul-25,01-Jul-25,29-Sep-25,29-Sep-25,,90,90,850.0,850.0,581.95,831.7,2%,67%,85%,68%,Green,[In Prog] 
DSFFLOW-6271,In Progress,Upgrade,Network Management,Resource Orchestration,28,25,7,03-Mar-25,03-Mar-25,09-Sep-25,09-Oct-25,10-Oct-25,,220,221,310.0,310.0,85.91666667,294.1666667,5%,29%,89%,29%,Amber,[In Prog] efforts burnt misaligned with time progress; work progress misaligned with time progress; late start; 
DSFFLOW-952,Closed,Migration,Core Network,UDM,18,16,6,12-May-25,12-May-25,12-May-25,29-Jun-25,29-Jun-25,29-Aug-25,48,48,491.25,491.25,491.25,491.25,0%,38%,225%,100%,Red,[Closed] incomplete work; effort budget spent; schedule overrun > 10%; 
DSFFLOW-4992,In Progress,Maiden Installation,Core Network,UDM,16,16,4,13-Jul-25,13-Jul-25,22-Aug-25,31-Dec-25,31-Dec-25,,171,171,308.0,308.0,280.0,308.0,0%,25%,38%,91%,Red,[In Prog] efforts burnt outweighing work output; efforts burnt misaligned with time progress; late start; 
DSFFLOW-2882,In Progress,Upgrade,BOS,"D&A Mediation, Monetization Billing",37,37,11,10-May-25,10-May-25,10-Jul-25,18-Nov-25,18-Nov-25,,192,192,2844.249722,2844.249722,1300.6,2748.799722,3%,30%,67%,46%,Green,[In Prog] late start; 
DSFFLOW-3093,In Progress,Expansion,Core Network,Cloud,89,89,17,04-Jun-25,04-Jun-25,15-Jul-25,31-Mar-26,31-Mar-26,,300,300,2335.5,2335.5,481.0,2293.5,2%,19%,35%,21%,Green,[In Prog] late start; 
DSFFLOW-1278,In Progress,Migration,Core Network,IMS,353,340,245,08-May-25,08-May-25,22-May-25,15-Sep-25,19-Sep-25,,130,134,4478.5,4478.5,3702.575833,4250.075833,5%,72%,97%,83%,Green,[In Prog] late start; 
DSFFLOW-2575,In Progress,Maiden Installation,Core Network,Cloud,32,32,7,23-Jun-25,23-Jun-25,14-Jul-25,01-Dec-25,01-Dec-25,,161,161,1262.0,1262.0,472.0,1221.0,3%,22%,52%,37%,Green,[In Prog] late start; 
DSFFLOW-3581,Closed,Upgrade,Core Network,MSS,13,13,13,22-Jul-25,03-Jul-25,03-Jul-25,15-Aug-25,08-Aug-25,08-Aug-25,24,36,220.0,220.0,204.5,204.5,8%,100%,100%,93%,Green,[Closed] efforts saved; 
DSFFLOW-371,Backlog,Upgrade,Core Network,MSS,28,28,0,24-Mar-25,24-Mar-25,,25-Jul-25,25-Jul-25,,123,123,700.0,700.0,,700.0,0%,0%,142%,0%,Amber,[Backlog] with 175 days past due start date; 
DSFFLOW-5319,On Hold,Upgrade,Core Network,Cloud,6,6,15,25-Aug-25,25-Aug-25,26-Aug-25,11-Sep-25,11-Sep-25,,17,17,102.5,102.5,102.5,111.0,-8%,250%,122%,100%,Red,[On Hold] projecting 5%+ EAC effort overrun; work progress misaligned with time progress; 
DSFFLOW-2947,Closed,Upgrade,Core Network,MSS,21,21,21,18-Mar-25,08-May-25,08-May-25,15-Aug-25,15-Jul-25,15-Jul-25,150,68,411.5,411.5,382.5,382.5,8%,100%,100%,93%,Green,[Closed] efforts saved; 
DSFFLOW-3760,In Progress,Maiden Installation,Core Network,"Signaling, UDM",29,29,0,31-Mar-25,31-Mar-25,29-Jul-25,31-Mar-26,31-Mar-26,,365,365,6752.0,6752.0,1560.0,6752.0,0%,0%,46%,23%,Amber,[In Prog] time ticking without any work progress; efforts burnt misaligned with work progress; late start; 
DSFFLOW-2321,Closed,Upgrade,Core Network,Exposure,51,31,31,02-Jun-25,02-Jun-25,19-Jun-25,29-Aug-25,29-Aug-25,05-Sep-25,88,88,881.75,693.0,607.7666667,607.7666667,12%,100%,108%,88%,Amber,[Closed] schedule overrun < 10%; efforts saved; feedback: opportunity for optimized effort baseline; late start; 
DSFFLOW-5918,In Progress,Maiden Installation,Core Network,EPC,94,94,0,31-Aug-25,31-Aug-25,09-Sep-25,31-Dec-26,31-Dec-26,,487,487,6447.0,6447.0,31.0,6442.0,0%,0%,3%,0%,Green,[In Prog] late start; 
DSFFLOW-32,Closed,Upgrade,Network Management,Element Management & Reporting,57,31,31,08-Dec-24,08-Dec-24,09-Dec-24,17-Feb-25,18-Feb-25,17-Feb-25,71,72,910.0,459.0,457.0,457.0,0%,100%,99%,100%,Green,[Closed] ahead of schedule; 
DSFFLOW-2078,In Progress,"Upgrade, Maiden Installation",Core Network,"EPC, IMS",46,46,50,17-Jun-25,17-Jun-25,17-Jun-25,26-Sep-25,26-Sep-25,,101,101,1930.0,3252.0,2924.0,3228.0,1%,111%,89%,90%,Amber,[In Prog] efforts burnt misaligned with work progress; 
DSFFLOW-1662,In Progress,Upgrade,Network Management,Element Management,67,67,45,07-May-25,07-May-25,06-Jun-25,31-Jul-25,15-Sep-25,,85,131,1440.0,1440.0,1010.0,1355.0,6%,67%,100%,70%,Green,[In Prog] late start; 
DSFFLOW-2234,In Progress,Upgrade,Network Management,Element Management & Reporting,38,38,38,17-Jun-25,17-Jun-25,30-Jun-25,31-Oct-25,31-Oct-25,,136,136,652.0,652.0,501.0,501.0,23%,100%,66%,77%,Amber,[In Prog] efforts burnt misaligned with work progress; late start; 
DSFFLOW-2689,In Progress,Upgrade,Network Management,Element Management,130,128,51,23-Jun-25,14-Jul-25,14-Jul-25,31-Mar-26,30-Nov-25,,281,139,1759.9,1805.4,735.8997222,1721.399722,5%,40%,46%,41%,Green,[In Prog] 
DSFFLOW-2962,In Progress,Maiden Installation,Core Network,Cloud,101,101,0,07-Jul-25,07-Jul-25,05-Aug-25,30-Dec-25,30-Dec-25,,176,176,1816.0,1816.0,192.0008333,1816.0,0%,0%,40%,11%,Amber,[In Prog] time ticking without any work progress; late start; 
DSFFLOW-5245,In Progress,"Expansion, Maiden Installation",Core Network,Cloud,72,72,0,18-Aug-25,18-Aug-25,29-Aug-25,30-Jun-26,30-Jun-26,,316,316,1478.0,1478.0,299.5,1448.0,2%,0%,9%,20%,Amber,[In Prog] efforts burnt misaligned with work progress; late start; 
DSFFLOW-4971,In Progress,Expansion,Core Network,Cloud-3PP/MPBN,44,44,3,29-Jul-25,29-Jul-25,19-Aug-25,30-Nov-25,30-Nov-25,,124,124,636.0,636.0,53.5,636.0,0%,8%,39%,8%,Green,[In Prog] late start; 
DSFFLOW-4198,In Progress,Upgrade,Core Network,UDM,16,16,4,30-Jul-25,01-Aug-25,04-Aug-25,30-Sep-25,31-Oct-25,,62,91,460.0,460.0,238.0,376.5,18%,25%,50%,52%,Amber,[In Prog] efforts burnt misaligned with work progress; 
DSFFLOW-1809,Assigned,"Upgrade, Maiden Installation",Core Network,"MSS, Signaling",46,46,0,03-Mar-25,03-Mar-25,,15-Dec-25,15-Dec-25,,287,287,1202.0,1202.0,,1202.0,0%,0%,68%,0%,Amber,[Assigned] with 196 days past due start date; 
DSFFLOW-5938,Assigned,Maiden Installation,Core Network,MSS,40,40,0,24-Jul-25,24-Jul-25,,31-Mar-26,31-Mar-26,,250,250,2280.0,2280.0,,2280.0,0%,0%,22%,0%,Amber,[Assigned] with 53 days past due start date; 
DSFFLOW-5755,In Progress,Upgrade,Core Network,IMS,50,50,0,17-Aug-25,02-Sep-25,02-Sep-25,30-Oct-25,30-Oct-25,,74,58,476.0,476.0,,476.0,0%,0%,24%,0%,Amber,[In Prog] time ticking without any work progress; 
DSFFLOW-3311,In Progress,Expansion,BOS,Monetization Charging,415,415,107,27-Jul-25,27-Jul-25,22-Jul-25,30-Sep-25,30-Sep-25,,65,65,3279.6,3279.6,607.6,2988.1,9%,26%,77%,19%,Amber,[In Prog] efforts burnt misaligned with time progress; work progress misaligned with time progress; 
DSFFLOW-4483,In Progress,Expansion,Core Network,EPC,12,12,8,18-Aug-25,18-Aug-25,06-Aug-25,12-Sep-25,12-Sep-25,,25,25,161.0,161.0,1.0,161.0,0%,67%,113%,1%,Amber,[In Prog] efforts burnt misaligned with time progress; early start; 
DSFFLOW-1026,Closed,Upgrade,Network Management,Resource Orchestration,22,19,19,20-Apr-25,20-Apr-25,13-Jun-25,29-Jun-25,29-Jun-25,09-Jul-25,70,70,277.75,260.77,260.77,260.77,0%,100%,114%,100%,Red,[Closed] schedule overrun > 10%; late start; 
DSFFLOW-798,In Progress,Maiden Installation,Core Network,Cloud,77,77,0,05-May-25,01-Apr-25,03-Jun-25,30-Dec-25,20-Mar-26,,239,353,6839.0,6839.0,487.75,7613.5,-11%,0%,47%,8%,Red,[In Prog] projecting 5%+ EAC effort overrun; time ticking without any work progress; late start; 
DSFFLOW-4070,In Progress,Maiden Installation,BOS,"Core Commerce, D&A Mediation, Monetization Billing",60,60,0,06-Jun-25,06-Jun-25,31-Jul-25,31-Dec-27,31-Dec-27,,938,938,48905.49972,48905.49972,1410.25,48677.49972,0%,0%,11%,3%,Green,[In Prog] late start; Delivery Manager not assigned
DSFFLOW-1135,Closed,Upgrade,BOS,D&A Mediation,34,34,34,19-May-25,19-May-25,19-May-25,20-Jun-25,20-Jun-25,20-Jun-25,32,32,569.1,569.1,548.0,548.0,4%,100%,100%,96%,Green,[Closed] efforts saved; 
DSFFLOW-1679,In Progress,Maiden Installation,Core Network,Cloud-3PP/MPBN,30,30,0,16-May-25,16-May-25,22-Jul-25,31-Dec-26,31-Dec-26,,594,594,1088.5,1088.5,35.25,1088.5,0%,0%,21%,3%,Amber,[In Prog] time ticking without any work progress; late start; 
DSFFLOW-4636,In Progress,Maiden Installation,Core Network,"Core Network Automation, EPC",51,51,0,30-Jun-25,30-Jun-25,22-Aug-25,29-Jun-26,29-Jun-26,,364,364,1716.0,1716.0,681.0,1670.0,3%,0%,21%,40%,Amber,[In Prog] time ticking without any work progress; efforts burnt misaligned with work progress; late start; 
DSFFLOW-64,In Progress,Upgrade,Network Management,Element Management,58,56,56,02-Mar-25,02-Mar-25,13-Mar-25,30-Aug-25,12-Sep-25,,181,194,1350.91,1350.91,1231.659722,1231.659722,9%,100%,102%,91%,Green,[In Prog] late start; 
DSFFLOW-4794,Closed,Upgrade,Network Management,Element Management & Reporting,23,17,17,11-Aug-25,11-Aug-25,15-Aug-25,28-Aug-25,29-Aug-25,01-Sep-25,17,18,282.0,282.0,248.0,248.0,12%,100%,116%,88%,Red,[Closed] schedule overrun > 10%; efforts saved; feedback: opportunity for optimized effort baseline; 
DSFFLOW-2497,In Progress,Migration,"Core Network, Network Management","Activation, EPC, Resource Orchestration",96,96,18,29-May-25,29-May-25,27-Jun-25,27-Feb-26,27-Feb-26,,274,274,2112.0,2112.0,606.0,2112.0,0%,19%,40%,29%,Green,[In Prog] late start; 
DSFFLOW-1599,In Progress,Upgrade,Network Management,Element Management,63,63,42,15-May-25,15-May-25,24-Jun-25,29-Aug-25,30-Sep-25,,106,138,1102.0,1102.0,672.5,883.5,20%,67%,89%,61%,Green,[In Prog] late start; 
DSFFLOW-4916,In Progress,Upgrade,Network Management,Element Management & Reporting,78,78,0,18-Aug-25,18-Aug-25,25-Aug-25,15-Dec-25,15-Dec-25,,119,119,1231.8,1231.8,,1231.8,0%,0%,24%,0%,Amber,[In Prog] time ticking without any work progress; 
DSFFLOW-1879,Closed,Maiden Installation,Network Management,Element Management & Reporting,25,14,14,26-May-25,26-May-25,26-May-25,30-Jun-25,30-Jun-25,30-Jun-25,35,35,304.5,298.0,268.5,268.5,10%,100%,100%,90%,Green,[Closed] efforts saved; 
DSFFLOW-2264,In Progress,"Upgrade, Maiden Installation",BOS,Monetization Charging,561,561,9,16-Jun-25,16-Jun-25,16-Jun-25,16-Feb-26,16-Feb-26,,245,245,5197.5,5197.5,474.75,4958.5,5%,2%,37%,9%,Green,[In Prog] 
DSFFLOW-1041,In Progress,Maiden Installation,Core Network,IMS,17,13,13,14-May-25,14-May-25,16-May-25,30-Apr-27,30-Apr-27,27-Jun-25,716,716,728.0,728.0,728.0,604.0,17%,100%,6%,100%,Amber,[In Prog] efforts burnt misaligned with time progress; work progress misaligned with time progress; 
DSFFLOW-1926,In Progress,Maiden Installation,Core Network,Cloud,97,97,14,26-May-25,26-May-25,10-Jul-25,31-Dec-26,31-Dec-26,,584,584,2188.6,2188.6,777.6,2098.6,4%,15%,19%,36%,Amber,[In Prog] efforts burnt misaligned with work progress; late start; 
DSFFLOW-1790,Closed,Upgrade,Core Network,Cloud,85,85,85,02-Jun-25,02-Jun-25,10-Jul-25,31-Mar-26,31-Mar-26,26-Aug-25,302,302,726.0,726.0,726.0,726.0,0%,100%,29%,100%,Green,[Closed] ahead of schedule; feedback: opportunity for optimized time plan; late start; 
DSFFLOW-3685,Closed,Upgrade,Core Network,MSS,24,24,24,30-Jun-25,27-Jun-25,27-Jun-25,14-Sep-25,01-Sep-25,01-Sep-25,76,66,434.5,434.5,386.0,386.0,11%,100%,100%,89%,Green,[Closed] efforts saved; feedback: opportunity for optimized effort baseline; 
DSFFLOW-3078,In Progress,Upgrade,Core Network,UDM,27,27,4,02-Jul-25,03-Jul-25,03-Jul-25,01-Sep-25,17-Oct-25,,61,106,656.0,656.0,306.0,651.0,1%,15%,70%,47%,Amber,[In Prog] efforts burnt misaligned with work progress; work progress misaligned with time progress; 
DSFFLOW-2107,In Progress,Maiden Installation,Core Network,"IMS, UDM",90,90,0,29-May-25,29-May-25,30-Jun-25,27-Feb-26,27-Feb-26,,274,274,4087.7,4087.7,606.5997222,4044.2,1%,0%,40%,15%,Amber,[In Prog] time ticking without any work progress; late start; 
DSFFLOW-3327,Block,Upgrade,Network Management,Resource Orchestration,26,26,14,15-Jul-25,15-Jul-25,21-Jul-25,31-Oct-25,31-Oct-25,,108,108,334.0,334.0,166.05,319.5,4%,54%,58%,50%,Green,[Block] 
DSFFLOW-4299,In Progress,Upgrade,Core Network,"Cloud, EPC, UDM",88,88,7,21-Jul-25,21-Jul-25,06-Aug-25,31-Oct-25,31-Oct-25,,102,102,1686.0,1686.0,481.0,1617.0,4%,8%,57%,29%,Amber,[In Prog] efforts burnt misaligned with work progress; late start; 
DSFFLOW-993,In Progress,Maiden Installation,Core Network,UDM,40,40,10,10-Feb-25,10-Feb-25,10-Feb-25,31-Dec-25,31-Dec-25,,324,324,1955.0,1955.0,1025.0,1676.0,15%,25%,67%,52%,Amber,[In Prog] efforts burnt misaligned with work progress; 
DSFFLOW-340,Closed,Upgrade,Core Network,UDM,17,17,17,04-Mar-25,04-Mar-25,04-Mar-25,30-Jun-25,11-Aug-25,11-Aug-25,118,160,264.0,264.0,264.0,264.0,0%,100%,100%,100%,Green,[Closed] 
DSFFLOW-3044,In Progress,Maiden Installation,"Core Network, Network Management","Activation, Signaling, UDM",263,263,134,09-Jul-25,09-Jul-25,15-Jul-25,31-Dec-25,31-Dec-25,,175,175,3496.0,4277.0,1380.1,3464.1,19%,51%,39%,32%,Green,[In Prog] 
DSFFLOW-477,In Progress,"Upgrade, Maiden Installation",Core Network,EPC,49,49,34,08-Nov-24,08-Nov-24,29-Apr-25,28-Feb-26,28-Feb-26,,477,477,2564.0,2564.0,2254.0,2494.0,3%,69%,65%,88%,Green,[In Prog] late start; 
DSFFLOW-3060,In Progress,Upgrade,Core Network,UDM,71,44,22,25-Jun-25,16-Jul-25,16-Jul-25,28-Nov-25,28-Nov-25,,156,135,1032.0,832.0,428.0,712.0,15%,50%,46%,51%,Green,[In Prog] 
DSFFLOW-3458,Closed,Upgrade,Core Network,Cloud,18,18,18,22-Jul-25,22-Jul-25,29-Jul-25,29-Aug-25,29-Aug-25,11-Aug-25,38,38,242.0,242.0,242.0,242.0,0%,100%,54%,100%,Green,[Closed] ahead of schedule; feedback: opportunity for optimized time plan; 
DSFFLOW-1474,In Progress,Upgrade,Core Network,IMS,54,54,5,24-Mar-25,24-Mar-25,22-Aug-25,30-Aug-25,02-Feb-26,,159,315,461.5,461.5,72.0,393.5,15%,9%,57%,16%,Green,[In Prog] late start; 
DSFFLOW-1894,Closed,Upgrade,Core Network,EPC,25,23,23,31-Dec-24,31-Dec-24,26-Jun-25,30-Dec-25,30-Dec-25,30-Aug-25,364,364,1584.0,1424.0,1424.0,1424.0,0%,100%,67%,100%,Green,[Closed] ahead of schedule; feedback: opportunity for optimized time plan; late start; 
DSFFLOW-4760,In Progress,Upgrade,Network Management,Resource Orchestration,52,52,33,12-Aug-25,12-Aug-25,14-Aug-25,29-Sep-25,29-Sep-25,,48,48,217.08,276.58,205.56,251.58,9%,63%,71%,74%,Green,[In Prog] 
DSFFLOW-1200,Closed,Upgrade,Network Management,Element Management & Reporting,192,35,35,08-May-25,10-Feb-25,22-Apr-25,31-Aug-26,31-Oct-25,19-Jun-25,480,263,3156.0,1055.5,605.5,605.5,43%,100%,49%,57%,Green,[Closed] ahead of schedule; feedback: opportunity for optimized time plan; efforts saved; feedback: opportunity for optimized effort baseline; late start; 
DSFFLOW-3730,In Progress,Migration,Core Network,UDM,16,15,0,28-Jul-25,28-Jul-25,12-Aug-25,31-Oct-25,31-Oct-25,,95,95,1283.0,1283.0,410.5,1283.0,0%,0%,52%,32%,Amber,[In Prog] time ticking without any work progress; efforts burnt misaligned with work progress; late start; 
DSFFLOW-5446,In Progress,Maiden Installation,Core Network,UDM,20,20,0,25-Aug-25,25-Aug-25,28-Aug-25,31-Oct-25,31-Oct-25,,67,67,521.0,521.0,144.0,521.0,0%,0%,32%,29%,Amber,[In Prog] time ticking without any work progress; efforts burnt misaligned with work progress; 
DSFFLOW-1166,Closed,Upgrade,Core Network,Cloud,60,60,70,19-May-25,19-May-25,06-Jun-25,30-Dec-25,30-Dec-25,02-Sep-25,225,225,1875.0,1875.0,1874.5,1874.5,0%,117%,47%,100%,Green,[Closed] ahead of schedule; feedback: opportunity for optimized time plan; late start; 
DSFFLOW-4140,In Progress,Upgrade,Core Network,"Cloud, EPC, IMS, UDM",97,97,21,16-Apr-25,16-Apr-25,01-Aug-25,30-Dec-25,30-Dec-25,,258,258,2201.0,2201.0,996.0,2121.0,4%,22%,59%,45%,Amber,[In Prog] efforts burnt misaligned with work progress; late start; 
DSFFLOW-5303,In Progress,Maiden Installation,Core Network,Cloud,68,68,5,12-Aug-25,12-Aug-25,26-Aug-25,31-Dec-28,31-Dec-28,,1237,1237,2709.5,2709.5,368.0,2660.5,2%,8%,3%,15%,Green,[In Prog] late start; 
DSFFLOW-4540,In Progress,Upgrade,Core Network,Cloud,34,34,0,28-Jul-25,14-Jul-25,29-Aug-25,31-Dec-25,21-Feb-26,,156,222,1364.0,1364.0,538.0,1108.0,19%,0%,29%,39%,Amber,[In Prog] time ticking without any work progress; efforts burnt misaligned with work progress; late start; 
DSFFLOW-4865,Closed,Upgrade,Core Network,"MSS, Signaling",23,23,23,06-Jun-24,06-Jun-24,19-Aug-25,21-Aug-25,21-Aug-25,21-Aug-25,441,441,280.5,280.5,255.0,255.0,9%,100%,100%,91%,Green,[Closed] efforts saved; late start; 
DSFFLOW-1247,On Hold,Upgrade,Core Network,"EPC, IMS, UDM",168,168,0,06-May-25,06-May-25,23-May-25,31-Dec-25,31-Dec-25,,239,239,2729.0,2729.0,581.5,2643.25,3%,0%,57%,21%,Amber,[On Hold] time ticking without any work progress; efforts burnt misaligned with work progress; late start; 
DSFFLOW-2560,Closed,Upgrade,Network Management,Resource Orchestration,24,18,18,26-Jun-25,26-Jun-25,27-Jun-25,08-Jul-25,08-Jul-25,07-Jul-25,12,12,222.0,222.0,222.0,222.0,0%,100%,92%,100%,Green,[Closed] ahead of schedule; 
DSFFLOW-862,In Progress,Upgrade,Core Network,MSS,63,63,22,05-May-25,19-May-25,19-May-25,31-Dec-25,31-Dec-25,,240,226,2474.75,2474.75,1468.1,2474.75,0%,35%,53%,59%,Amber,[In Prog] efforts burnt misaligned with work progress; 
DSFFLOW-1337,In Progress,"Upgrade, Expansion",BOS,Monetization Charging,338,338,18,14-Apr-25,14-Apr-25,30-May-25,30-Oct-26,30-Oct-26,,564,564,5063.0,5063.0,786.25,4796.75,5%,5%,27%,16%,Green,[In Prog] late start; 
DSFFLOW-4729,Assigned,Upgrade,Core Network,Cloud-3PP/MPBN,16,16,0,01-Aug-25,01-Aug-25,,31-Oct-25,31-Oct-25,,91,91,320.0,320.0,,320.0,0%,0%,50%,0%,Amber,[Assigned] with 45 days past due start date; 
DSFFLOW-2708,In Progress,Upgrade,Core Network,"Cloud, Signaling",14,14,3,01-Jun-25,01-Jun-25,04-Jul-25,31-Oct-25,31-Oct-25,,152,152,315.0,315.0,121.0,308.0,2%,21%,70%,38%,Green,[In Prog] late start; 
DSFFLOW-3029,In Progress,Migration,Core Network,IMS,20,20,3,07-May-25,07-May-25,14-Jul-25,31-Dec-25,31-Dec-25,,238,238,902.0,902.0,316.0,902.0,0%,15%,57%,35%,Green,[In Prog] late start; 
DSFFLOW-3836,In Progress,Upgrade,Network Management,Activation,48,48,18,31-May-25,31-May-25,30-Jul-25,29-Sep-25,29-Sep-25,,121,121,612.0,612.0,354.0,540.0,12%,38%,89%,58%,Green,[In Prog] work progress misaligned with time progress; late start; 
DSFFLOW-6356,In Progress,Upgrade,Core Network,MSS,28,28,0,11-Sep-25,11-Sep-25,11-Sep-25,19-Dec-25,19-Dec-25,,99,99,720.0,720.0,40.0,720.0,0%,0%,5%,6%,Green,[In Prog] 
DSFFLOW-80,Closed,Upgrade,Core Network,"EPC, IMS, UDM",176,150,150,06-Feb-25,06-Feb-25,10-Mar-25,06-Jun-25,06-Jun-25,05-Jun-25,120,120,1786.0,1786.0,1758.0,1758.0,2%,100%,99%,98%,Green,[Closed] ahead of schedule; efforts saved; late start; 
DSFFLOW-5335,In Progress,Migration,Core Network,UDM,14,14,2,19-Aug-25,19-Aug-25,26-Aug-25,30-Dec-25,30-Dec-25,,133,133,811.0,811.0,320.5,811.0,0%,15%,21%,40%,Amber,[In Prog] efforts burnt misaligned with work progress; 
DSFFLOW-3547,Closed,Upgrade,Core Network,MSS,13,13,13,06-Jul-25,08-Jul-25,08-Jul-25,14-Aug-25,08-Aug-25,08-Aug-25,39,31,220.0,220.0,210.0,210.0,5%,100%,100%,95%,Green,[Closed] efforts saved; 
DSFFLOW-3142,In Progress,Maiden Installation,Core Network,Cloud,100,100,7,06-Jul-25,06-Jul-25,15-Jul-25,14-Sep-25,14-Sep-25,,70,70,1766.6,1766.6,670.0,1688.6,4%,8%,101%,38%,Amber,[In Prog] efforts burnt misaligned with work progress; efforts burnt misaligned with time progress; work progress misaligned with time progress; late start; 
DSFFLOW-2419,Closed,Upgrade,Core Network,IMS,52,52,52,05-Jun-25,05-Jun-25,24-Jul-25,26-Jun-25,26-Jun-25,24-Jul-25,21,21,322.0,322.0,200.0,200.0,38%,100%,227%,62%,Red,[Closed] schedule overrun > 10%; efforts saved; feedback: opportunity for optimized effort baseline; late start; 
DSFFLOW-5773,In Progress,Maiden Installation,Core Network,MSS,41,41,7,07-Jul-25,07-Jul-25,02-Sep-25,31-Oct-25,30-Sep-25,,116,85,518.0,518.0,290.0,438.0,15%,17%,83%,57%,Amber,[In Prog] efforts burnt misaligned with work progress; work progress misaligned with time progress; late start; 
DSFFLOW-591,In Progress,Upgrade,Core Network,Cloud-3PP/MPBN,30,30,10,22-Apr-25,22-Apr-25,05-Jun-25,30-Jun-25,30-Jun-25,,69,69,850.0,850.0,322.0,789.5,8%,33%,210%,38%,Amber,[In Prog] efforts burnt misaligned with time progress; work progress misaligned with time progress; late start; 
DSFFLOW-3411,In Progress,Upgrade,Core Network,IMS,46,46,0,14-Jul-25,14-Jul-25,05-Sep-25,15-Aug-25,15-Sep-25,,32,63,560.0,560.0,42.0,536.0,4%,0%,100%,8%,Amber,[In Prog] time ticking without any work progress; late start; 
DSFFLOW-4427,Closed,Upgrade,Network Management,Element Management & Reporting,24,18,18,28-Jul-25,28-Jul-25,06-Aug-25,08-Aug-25,08-Aug-25,11-Aug-25,11,11,148.0,148.0,140.0,140.0,5%,100%,125%,95%,Red,[Closed] schedule overrun > 10%; efforts saved; late start; 
DSFFLOW-1057,In Progress,"Upgrade, Maiden Installation",Core Network,EPC,86,86,9,07-May-25,07-May-25,16-May-25,30-Jan-26,30-Jan-26,,268,268,3893.75,3893.75,802.5,3876.75,0%,10%,49%,21%,Green,[In Prog] late start; 
DSFFLOW-4880,In Progress,Migration,Core Network,"Cloud-3PP/MPBN, IMS, MSS, Signaling, UDM",135,135,0,13-Aug-25,13-Aug-25,05-Sep-25,05-Dec-25,05-Dec-25,,114,114,2814.2,2814.2,88.1,2814.1,0%,0%,30%,3%,Amber,[In Prog] time ticking without any work progress; late start; 
