DSF Project ID,Delivery State,Flow,Domain,Sub-Domain,Plan Work,Replan Work,Closed Work,Plan Start,Replan Start,Actual Start,Plan End,Replan End,Actual End,Plan Days,Replan Days,Plan Hr,Replan Hr,Logged Hr,EAC Hr,EAC Efficiency,Work Prog,Time Prog,Effort Prog,RAG,RAG Reason
DSFFLOW-3812,In Progress,Upgrade,Core Network,Cloud,36,36,4,05-May-25,05-May-25,28-Jul-25,30-Dec-25,30-Dec-25,,239,239,785.0,785.0,129.0,776.0,1%,11%,45%,16%,Green,[In Prog] late start; 
DSFFLOW-3715,In Progress,Upgrade,Core Network,MSS,15,15,3,10-Jun-25,10-Jun-25,25-Jul-25,30-Aug-25,30-Aug-25,,81,81,187.0,187.0,127.5,187.0,0%,20%,87%,68%,Amber,[In Prog] efforts burnt misaligned with work progress; work progress misaligned with time progress; late start; 
DSFFLOW-4744,In Progress,Maiden Installation,Core Network,"EPC, UDM",25,25,1,11-Feb-25,11-Feb-25,14-Aug-25,31-Dec-25,31-Dec-25,,323,323,1001.0,1001.0,124.0,1001.0,0%,4%,59%,12%,Green,[In Prog] work progress misaligned with time progress; late start; 
DSFFLOW-2708,In Progress,Upgrade,Core Network,"Cloud, Signaling",14,14,3,01-Jun-25,01-Jun-25,04-Jul-25,31-Oct-25,31-Oct-25,,152,152,315.0,315.0,121.0,308.0,2%,21%,52%,38%,Green,[In Prog] late start; 
DSFFLOW-4411,In Progress,Upgrade,Network Management,Element Management & Reporting,34,32,9,06-Aug-25,06-Aug-25,11-Aug-25,30-Sep-25,30-Sep-25,,55,55,515.95,481.95,114.0,349.45,27%,29%,25%,24%,Green,[In Prog] 
DSFFLOW-4230,In Progress,Upgrade,Core Network,Cloud,17,17,8,03-Aug-25,03-Aug-25,04-Aug-25,21-Aug-25,21-Aug-25,,18,18,216.0,216.0,112.0,192.0,11%,47%,89%,52%,Green,[In Prog] 
DSFFLOW-3127,In Progress,Upgrade,Core Network,EPC,57,57,0,21-Jun-25,21-Jun-25,25-Jul-25,30-Aug-25,30-Aug-25,,70,70,638.0,638.0,112.0,622.0,3%,0%,85%,18%,Amber,[In Prog] time ticking without any work progress; late start; 
DSFFLOW-4198,In Progress,Upgrade,Core Network,UDM,16,16,4,30-Jul-25,01-Aug-25,04-Aug-25,15-Sep-25,15-Sep-25,,47,45,506.0,506.0,110.5,471.5,8%,25%,41%,22%,Green,[In Prog] 
DSFFLOW-3078,In Progress,Upgrade,Core Network,UDM,27,27,1,02-Jul-25,03-Jul-25,03-Jul-25,01-Sep-25,19-Sep-25,19-Sep-25,61,78,656.0,656.0,110.5,655.5,0%,4%,100%,17%,Amber,[In Prog] efforts burnt misaligned with time progress; work progress misaligned with time progress; actual End Date exceeds Today; 
DSFFLOW-4245,In Progress,Upgrade,Network Management,"Activation, Element Management & Reporting, Resource Orchestration",41,41,2,21-Jul-25,21-Jul-25,06-Aug-25,30-Sep-25,30-Sep-25,,71,71,461.9,461.9,91.89,461.9,0%,5%,42%,20%,Green,[In Prog] late start; 
DSFFLOW-2575,In Progress,Maiden Installation,Core Network,Cloud,32,32,2,23-Jun-25,23-Jun-25,14-Jul-25,01-Dec-25,01-Dec-25,,161,161,1262.0,1262.0,200.0,1221.0,3%,6%,36%,16%,Green,[In Prog] late start; 
DSFFLOW-3745,In Progress,Migration,Core Network,UDM,15,14,0,28-Jul-25,28-Jul-25,12-Aug-25,26-Dec-25,26-Dec-25,,151,151,2080.0,2080.0,363.5,2080.0,0%,0%,15%,17%,Green,[In Prog] late start; 
DSFFLOW-4588,In Progress,Maiden Installation,Core Network,"Core Network Automation, EPC, UDM",73,73,0,30-Jul-25,30-Jul-25,08-Aug-25,30-Jun-26,30-Jun-26,,335,335,1961.0,1961.0,,1956.0,0%,0%,6%,0%,Green,[In Prog] late start; 
DSFFLOW-64,In Progress,Upgrade,Network Management,Element Management & Reporting,50,48,36,02-Mar-25,02-Mar-25,13-Mar-25,30-Aug-25,30-Aug-25,,181,181,1180.12,1180.12,1082.509722,1040.619722,12%,75%,94%,92%,Green,[In Prog] late start; 
DSFFLOW-677,In Progress,Upgrade,Core Network,IMS,101,101,67,24-Apr-25,24-Apr-25,14-Apr-25,31-Dec-25,31-Dec-25,30-Sep-25,251,251,1584.0,1584.0,1058.0,1504.0,5%,66%,63%,67%,Green,[In Prog] early start; actual End Date exceeds Today; 
DSFFLOW-993,In Progress,Maiden Installation,Core Network,UDM,40,40,10,10-Feb-25,10-Feb-25,10-Feb-25,31-Dec-25,31-Dec-25,31-Dec-25,324,324,1955.0,1955.0,1025.0,1676.0,15%,25%,100%,52%,Amber,[In Prog] efforts burnt misaligned with work progress; work progress misaligned with time progress; actual End Date exceeds Today; 
DSFFLOW-2009,In Progress,Upgrade,Core Network,"Cloud, EPC, IMS, UDM",172,172,120,29-Apr-25,29-Apr-25,23-Jun-25,31-Mar-26,31-Mar-26,,336,336,3200.0,3200.0,2637.5,3011.0,6%,70%,34%,82%,Green,[In Prog] late start; 
DSFFLOW-2882,In Progress,Upgrade,BOS,"D&A Mediation, Monetization Billing",37,37,3,10-May-25,10-May-25,10-Jul-25,18-Nov-25,18-Nov-25,,192,192,2844.249722,2844.249722,1011.5,2750.849722,3%,8%,53%,36%,Amber,[In Prog] efforts burnt misaligned with work progress; late start; 
DSFFLOW-4140,In Progress,Upgrade,Core Network,"Cloud, EPC, IMS, UDM",97,97,0,16-Apr-25,16-Apr-25,01-Aug-25,30-Dec-25,30-Dec-25,,258,258,2201.0,2201.0,980.0,2105.0,4%,0%,49%,45%,Amber,[In Prog] time ticking without any work progress; efforts burnt misaligned with work progress; late start; 
DSFFLOW-1278,In Progress,Migration,Core Network,IMS,353,341,139,08-May-25,08-May-25,22-May-25,15-Sep-25,19-Sep-25,19-Sep-25,130,134,4478.5,4478.5,2641.345833,4014.575833,10%,41%,100%,59%,Green,[In Prog] work progress misaligned with time progress; late start; actual End Date exceeds Today; 
DSFFLOW-1119,In Progress,Upgrade,Network Management,Element Management & Reporting,161,160,37,15-May-25,21-May-25,02-Jun-25,31-Dec-25,31-Dec-25,,230,224,3306.0,3298.0,1090.5,2875.0,13%,23%,40%,33%,Green,[In Prog] late start; 
DSFFLOW-3760,In Progress,Maiden Installation,Core Network,"Signaling, UDM",29,29,0,31-Mar-25,31-Mar-25,29-Jul-25,31-Mar-26,31-Mar-26,,365,365,6752.0,6752.0,904.0,6752.0,0%,0%,39%,13%,Amber,[In Prog] time ticking without any work progress; late start; 
DSFFLOW-1568,In Progress,Upgrade,BOS,D&A Mediation,33,33,9,25-May-25,25-May-25,30-Jun-25,28-Aug-25,28-Aug-25,,95,95,1614.5,1614.5,886.8933333,1634.89,-1%,27%,91%,57%,Amber,[In Prog] projecting 1%+ EAC effort overrun ; efforts burnt misaligned with work progress; work progress misaligned with time progress; late start; 
DSFFLOW-3109,In Progress,Upgrade,Core Network,IMS,150,148,33,14-Jul-25,14-Jul-25,14-Jul-25,29-Aug-25,29-Aug-25,29-Aug-25,46,46,2101.0,2101.0,881.76,1939.26,8%,22%,100%,42%,Amber,[In Prog] efforts burnt misaligned with time progress; work progress misaligned with time progress; actual End Date exceeds Today; 
DSFFLOW-1103,In Progress,Maiden Installation,"Core Network, Network Management","EPC, Resource Orchestration",44,44,33,16-May-25,16-May-25,19-May-25,30-Aug-25,30-Aug-25,,106,106,938.0,938.0,863.0,892.0,5%,75%,90%,92%,Green,[In Prog] 
DSFFLOW-1713,In Progress,Upgrade,Core Network,UDM,18,18,2,15-Mar-25,15-Mar-25,21-Jul-25,30-Jul-25,30-Jul-25,,137,137,2328.0,2328.0,858.0,2328.0,0%,11%,114%,37%,Amber,[In Prog] efforts burnt misaligned with work progress; efforts burnt misaligned with time progress; work progress misaligned with time progress; late start; 
DSFFLOW-4085,In Progress,Upgrade,Core Network,Cloud,206,206,11,07-Jul-25,07-Jul-25,04-Aug-25,14-Nov-25,14-Nov-25,,130,130,7116.98,7116.98,838.59,7021.91,1%,5%,34%,12%,Green,[In Prog] late start; 
DSFFLOW-4778,In Progress,Upgrade,Core Network,"EPC, IMS, Signaling",70,70,49,22-Jun-25,22-Jun-25,14-Aug-25,30-Aug-25,30-Aug-25,,69,69,1167.0,1167.0,752.0,1030.0,12%,70%,84%,64%,Green,[In Prog] late start; 
DSFFLOW-576,In Progress,Upgrade,BOS,Monetization Billing,34,34,17,03-Mar-25,03-Mar-25,13-May-25,14-Aug-25,10-Oct-25,,164,221,8446.6,8446.6,4286.6,8237.316667,2%,50%,77%,51%,Green,[In Prog] late start; 
DSFFLOW-2656,In Progress,Upgrade,Network Management,Element Management & Reporting,98,98,39,01-Jul-25,01-Jul-25,01-Jul-25,19-Dec-25,19-Dec-25,,171,171,2840.0,2840.0,903.7333333,2817.0,1%,40%,29%,32%,Green,[In Prog] 
DSFFLOW-1662,In Progress,Upgrade,Network Management,Element Management & Reporting,67,67,36,07-May-25,14-Jul-25,06-Jun-25,31-Jul-25,15-Sep-25,15-Sep-25,85,63,1440.0,1440.0,738.0,1355.0,6%,54%,100%,51%,Green,[In Prog] early start; actual End Date exceeds Today; 
DSFFLOW-3044,In Progress,Maiden Installation,"Core Network, Network Management","Activation, Signaling, UDM",263,263,42,09-Jul-25,09-Jul-25,15-Jul-25,31-Dec-25,31-Dec-25,,175,175,3496.0,3496.0,1105.1,3432.0,2%,16%,24%,32%,Green,[In Prog] 
DSFFLOW-1911,In Progress,Migration,Core Network,EPC,41,41,19,03-Apr-25,03-Apr-25,13-Jun-25,30-Nov-25,30-Nov-25,,241,241,3433.0,3433.0,1148.0,3433.0,0%,46%,57%,33%,Green,[In Prog] late start; 
DSFFLOW-2402,In Progress,Upgrade,BOS,Monetization Charging,169,169,24,05-May-25,05-May-25,08-Jul-25,29-Jun-26,30-Jun-26,,420,421,18647.44,18647.44,2017.5,17668.0,5%,15%,25%,11%,Green,[In Prog] late start; 
DSFFLOW-115,In Progress,Upgrade,Network Management,Element Management & Reporting,192,181,81,16-Mar-25,17-Mar-25,27-Mar-25,29-Jun-25,29-Aug-25,,105,165,3732.0,3580.0,1948.0,2722.0,24%,45%,94%,54%,Green,[In Prog] late start; 
DSFFLOW-1307,In Progress,Expansion,BOS,Monetization Charging,161,161,155,11-May-25,11-May-25,11-May-25,21-Aug-25,21-Aug-25,,102,102,3979.5,3979.5,1943.516667,2756.016667,31%,96%,98%,49%,Amber,[In Prog] efforts burnt misaligned with work progress; 
DSFFLOW-1584,In Progress,Maiden Installation,"Core Network, Network Management","Activation, Core Network Automation, EPC, IMS, Resource Orchestration, UDM",53,53,39,12-May-25,12-May-25,12-May-25,15-Sep-25,15-Sep-25,,126,126,2633.99,2633.99,1933.0,2607.25,1%,74%,79%,73%,Green,[In Prog] 
DSFFLOW-2123,In Progress,Maiden Installation,"Core Network, Network Management","Activation, Core Network Automation, EPC, Exposure, UDM",81,81,18,07-May-25,07-May-25,20-Jun-25,30-Oct-26,30-Oct-26,,541,541,5900.0,5900.0,1876.0,5735.0,3%,22%,19%,32%,Green,[In Prog] late start; 
DSFFLOW-3475,In Progress,Upgrade,Core Network,"EPC, IMS, Signaling, UDM",190,190,20,30-Apr-25,30-Apr-25,05-May-25,29-Sep-25,29-Sep-25,,152,152,3427.5,3427.5,1781.25,3235.5,6%,11%,73%,52%,Amber,[In Prog] efforts burnt misaligned with work progress; work progress misaligned with time progress; 
DSFFLOW-2078,In Progress,"Upgrade, Maiden Installation",Core Network,"EPC, IMS",46,46,39,03-Apr-25,03-Apr-25,17-Jun-25,06-Sep-25,06-Sep-25,,156,156,1930.0,1930.0,2306.0,2434.0,-26%,85%,89%,119%,Red,[In Prog] effort budget breached; projecting 5%+ EAC effort overrun; efforts burnt misaligned with work progress; late start; 
DSFFLOW-2641,In Progress,Upgrade,Network Management,Element Management & Reporting,24,24,9,01-Jul-25,01-Jul-25,01-Jul-25,29-Sep-25,29-Sep-25,,90,90,850.0,850.0,405.7,804.8,5%,38%,57%,48%,Green,[In Prog] 
DSFFLOW-2513,In Progress,Maiden Installation,Core Network,"EPC, Signaling",46,46,0,25-Jul-24,25-Jul-24,24-Jul-25,31-Dec-25,31-Dec-25,,524,524,1896.0,1896.0,1584.0,1736.0,8%,0%,74%,84%,Red,[In Prog] efforts burning without any work progress; time ticking without any work progress; late start; 
DSFFLOW-4070,In Progress,Maiden Installation,BOS,"Core Commerce, D&A Mediation, Monetization Billing",60,60,0,06-Jun-25,06-Jun-25,31-Jul-25,31-Dec-27,31-Dec-27,,938,938,48905.49972,48905.49972,1384.75,48677.49972,0%,0%,8%,3%,Green,[In Prog] late start; Delivery Manager not assigned
DSFFLOW-2047,In Progress,Upgrade,Network Management,Element Management & Reporting,360,360,40,08-May-25,08-May-25,18-Jun-25,31-Aug-26,31-Aug-26,,480,480,9297.0,9297.0,1333.0,9222.0,1%,11%,22%,15%,Green,[In Prog] late start; 
DSFFLOW-2724,In Progress,Migration,"Core Network, Network Management","Cloud, Core Network Automation, EPC, IMS, MSS, Resource Orchestration, UDM",68,68,11,01-Jun-25,01-Jun-25,07-Jul-25,29-Sep-25,29-Sep-25,,120,120,10250.0,10250.0,2415.0,10170.0,1%,16%,66%,24%,Green,[In Prog] work progress misaligned with time progress; late start; 
DSFFLOW-862,In Progress,Upgrade,Core Network,MSS,63,63,18,05-May-25,05-May-25,19-May-25,31-Dec-25,31-Dec-25,,240,240,2474.75,2474.75,1252.1,2514.75,-2%,29%,44%,51%,Amber,[In Prog] projecting 1%+ EAC effort overrun ; efforts burnt misaligned with work progress; late start; 
DSFFLOW-151,In Progress,Upgrade,Network Management,Element Management & Reporting,87,79,50,13-Apr-25,13-Apr-25,13-Apr-25,30-Jul-25,31-Aug-25,,108,140,1719.0,1637.0,1246.0,1487.0,9%,63%,91%,76%,Green,[In Prog] 
DSFFLOW-1416,In Progress,Migration,"Core Network, Network Management","Activation, EPC, IMS, MSS, UDM",155,155,16,23-Apr-25,23-Apr-25,27-May-25,31-Dec-25,31-Dec-25,,252,252,8449.25,8449.25,2600.005,8234.75,3%,10%,47%,31%,Amber,[In Prog] efforts burnt misaligned with work progress; late start; 
DSFFLOW-2384,In Progress,Upgrade,Network Management,Resource Orchestration,12,12,4,16-Jun-25,01-Jun-25,24-Jun-25,30-Jun-26,31-Dec-26,,379,578,4016.25,4016.25,1236.75,4016.25,0%,33%,15%,31%,Green,[In Prog] late start; Delivery Manager not assigned
DSFFLOW-2529,In Progress,Maiden Installation,Core Network,"Cloud, EPC, IMS, MSS, UDM",15,15,4,24-Jun-25,24-Jun-25,26-Jun-25,29-Aug-25,29-Aug-25,,66,66,2325.0,2325.0,2322.0,2318.0,0%,27%,85%,100%,Red,[In Prog] efforts burnt outweighing work output; work lagging as effort nears budget; work progress misaligned with time progress; 
DSFFLOW-206,In Progress,Upgrade,Core Network,IMS,214,196,80,16-Feb-25,16-Feb-25,22-Apr-25,18-Dec-25,18-Dec-25,31-Oct-25,305,305,3892.0,3892.0,2134.5,3881.6,0%,41%,84%,57%,Green,[In Prog] late start; actual End Date exceeds Today; Delivery Manager not assigned
DSFFLOW-1041,In Progress,Maiden Installation,Core Network,IMS,17,13,13,14-May-25,14-May-25,16-May-25,30-Apr-27,30-Apr-27,27-Jun-25,716,716,728.0,728.0,728.0,604.0,17%,100%,6%,100%,Amber,[In Prog] efforts burnt misaligned with time progress; work progress misaligned with time progress; 
DSFFLOW-2482,In Progress,Expansion,Core Network,EPC,24,24,2,09-Jun-25,09-Jun-25,24-Jun-25,12-Dec-25,12-Dec-25,,186,186,816.0,816.0,707.0,763.0,6%,8%,39%,87%,Red,[In Prog] efforts burnt outweighing work output; late start; 
DSFFLOW-3396,In Progress,Maiden Installation,BOS,Monetization Billing,19,19,10,15-Jun-25,15-Jun-25,28-Jul-25,31-Jul-25,10-Oct-25,,46,117,620.5,620.5,527.0,561.0,10%,53%,57%,85%,Amber,[In Prog] efforts burnt misaligned with work progress; late start; 
DSFFLOW-3142,In Progress,Maiden Installation,Core Network,Cloud,115,115,0,06-Jul-25,06-Jul-25,15-Jul-25,14-Sep-25,14-Sep-25,,70,70,2441.85,2441.85,518.0,2403.85,2%,0%,63%,21%,Amber,[In Prog] time ticking without any work progress; efforts burnt misaligned with work progress; late start; 
DSFFLOW-741,In Progress,Upgrade,Network Management,Element Management & Reporting,159,159,148,22-Apr-25,22-Apr-25,19-May-25,31-Aug-25,31-Aug-25,,131,131,4986.0,4986.0,4740.833333,5211.833333,-5%,93%,91%,95%,Red,[In Prog] projecting 5%+ EAC effort overrun; late start; 
DSFFLOW-2234,In Progress,Upgrade,Network Management,Element Management & Reporting,38,38,38,17-Jun-25,17-Jun-25,30-Jun-25,31-Oct-25,31-Oct-25,,136,136,652.0,652.0,501.0,501.0,23%,100%,47%,77%,Amber,[In Prog] efforts burnt misaligned with work progress; work progress misaligned with time progress; late start; 
DSFFLOW-798,In Progress,Maiden Installation,Core Network,Cloud,77,77,0,05-May-25,01-Apr-25,03-Jun-25,30-Dec-25,20-Mar-26,,239,353,6839.0,6839.0,487.75,7613.5,-11%,0%,40%,8%,Red,[In Prog] projecting 5%+ EAC effort overrun; time ticking without any work progress; late start; 
DSFFLOW-1729,In Progress,Upgrade,Network Management,Element Management & Reporting,67,64,24,07-May-25,07-May-25,09-Jun-25,31-Oct-25,31-Oct-25,,177,177,1240.0,1200.0,487.0,1187.0,1%,38%,59%,41%,Green,[In Prog] late start; 
DSFFLOW-447,In Progress,Upgrade,BOS,Monetization Billing,37,37,15,01-Apr-25,01-Apr-25,20-May-25,05-Dec-25,05-Dec-25,,248,248,10676.2,10676.2,5801.899722,9951.2,8%,41%,57%,54%,Green,[In Prog] late start; 
DSFFLOW-1263,In Progress,Maiden Installation,Core Network,EPC,36,36,6,11-May-25,11-May-25,11-Jul-25,01-Aug-25,01-Aug-25,,82,82,871.0,871.0,527.25,823.0,6%,17%,122%,61%,Amber,[In Prog] efforts burnt misaligned with work progress; efforts burnt misaligned with time progress; work progress misaligned with time progress; late start; 
DSFFLOW-1840,In Progress,Upgrade,Network Management,Element Management & Reporting,1221,1221,521,08-Jun-25,08-Jun-25,23-Jun-25,29-Nov-25,29-Nov-25,,174,174,17146.71,17146.71,7383.364444,16921.51111,1%,43%,42%,43%,Green,[In Prog] late start; 
DSFFLOW-760,In Progress,Upgrade,BOS,"D&A Mediation, Monetization Charging",2546,2546,608,08-Apr-25,08-Apr-25,12-May-25,20-Apr-26,20-Apr-26,,377,377,30976.4,30976.4,8298.661667,29533.81167,5%,24%,35%,27%,Green,[In Prog] late start; 
DSFFLOW-462,In Progress,Upgrade,Core Network,MSS,28,28,10,17-Mar-25,17-Mar-25,30-Apr-25,30-Jun-25,30-Jun-25,,105,105,469.0,469.0,469.0,831.0,-77%,36%,147%,100%,Red,[In Prog] projecting 5%+ EAC effort overrun; efforts burnt outweighing work output; work lagging as effort nears budget; work progress misaligned with time progress; late start; 
DSFFLOW-1599,In Progress,Upgrade,Network Management,Element Management & Reporting,63,63,17,15-May-25,15-May-25,24-Jun-25,29-Aug-25,30-Sep-25,,106,138,1102.0,1102.0,458.5,918.5,17%,27%,70%,42%,Green,[In Prog] late start; 
DSFFLOW-3870,In Progress,Expansion,Core Network,Cloud,62,62,15,14-Jul-25,14-Jul-25,29-Jul-25,24-Dec-25,24-Dec-25,,163,163,727.94,727.94,458.2697222,727.9397222,0%,24%,23%,63%,Amber,[In Prog] efforts burnt misaligned with work progress; late start; 
DSFFLOW-952,In Progress,Migration,Core Network,UDM,18,17,4,12-May-25,12-May-25,12-May-25,29-Jun-25,29-Jun-25,,48,48,542.75,542.75,446.25,542.75,0%,24%,204%,82%,Red,[In Prog] efforts burnt outweighing work output; efforts burnt misaligned with time progress; work progress misaligned with time progress; 
DSFFLOW-3786,In Progress,Maiden Installation,Core Network,"EPC, UDM",29,29,0,31-Mar-25,31-Mar-25,29-Jul-25,31-Mar-26,31-Mar-26,,365,365,10283.0,10283.0,440.0,10283.0,0%,0%,39%,4%,Amber,[In Prog] time ticking without any work progress; late start; 
DSFFLOW-2593,In Progress,Maiden Installation,Core Network,EPC,16,16,2,25-May-25,25-May-25,02-Jul-25,31-Dec-25,31-Dec-25,,220,220,2581.0,2581.0,439.0,2551.0,1%,13%,39%,17%,Green,[In Prog] late start; 
DSFFLOW-2219,In Progress,Expansion,Core Network,Cloud,37,35,25,09-Jun-25,09-Jun-25,18-Jun-25,12-Dec-25,12-Dec-25,,186,186,517.35,502.35,476.35,498.85,1%,71%,39%,95%,Red,[In Prog] work lagging as effort nears budget; efforts burnt misaligned with work progress; efforts burnt misaligned with time progress; late start; 
DSFFLOW-611,In Progress,Maiden Installation,Core Network,EPC,58,58,0,10-Feb-25,10-Feb-25,21-Jul-25,31-Dec-25,31-Dec-25,,324,324,2055.0,2055.0,727.0,1899.0,8%,0%,59%,35%,Amber,[In Prog] time ticking without any work progress; efforts burnt misaligned with work progress; late start; 
DSFFLOW-2467,In Progress,Upgrade,BOS,D&A Mediation,25,25,3,11-Jun-25,11-Jun-25,26-Jun-25,30-Nov-25,30-Nov-25,,172,172,1232.5,1232.5,528.0,1155.35,6%,12%,40%,43%,Amber,[In Prog] efforts burnt misaligned with work progress; late start; 
DSFFLOW-2689,In Progress,Upgrade,Network Management,Element Management & Reporting,124,122,40,23-Jun-25,23-Jun-25,14-Jul-25,31-Mar-26,31-Mar-26,,281,281,1759.9,1759.9,529.8997222,1720.399722,2%,33%,21%,30%,Green,[In Prog] late start; 
DSFFLOW-2750,In Progress,"Maiden Installation, Migration",Core Network,IMS,189,189,7,24-Jun-25,24-Jun-25,09-Jul-25,26-Dec-25,26-Dec-25,,185,185,5869.0,5869.0,700.6,5749.0,2%,4%,31%,12%,Green,[In Prog] late start; 
DSFFLOW-1894,In Progress,Upgrade,Core Network,EPC,25,25,1,31-Dec-24,31-Dec-24,26-Jun-25,30-Dec-25,30-Dec-25,,364,364,1584.0,1584.0,688.0,1584.0,0%,4%,64%,43%,Amber,[In Prog] efforts burnt misaligned with work progress; work progress misaligned with time progress; late start; 
DSFFLOW-1368,In Progress,Migration,Core Network,EPC,21,21,0,23-May-25,23-May-25,25-Jun-25,31-Dec-25,31-Dec-25,,222,222,1214.8,1214.8,672.03,1214.8,0%,0%,40%,57%,Red,[In Prog] efforts burning without any work progress; time ticking without any work progress; late start; 
DSFFLOW-1247,In Progress,Upgrade,Core Network,"EPC, IMS, UDM",168,168,0,06-May-25,06-May-25,23-May-25,31-Dec-25,31-Dec-25,,239,239,2729.0,2729.0,667.25,2643.25,3%,0%,44%,24%,Amber,[In Prog] time ticking without any work progress; efforts burnt misaligned with work progress; late start; 
DSFFLOW-2169,In Progress,Maiden Installation,Core Network,"EPC, Signaling, UDM",327,327,0,15-Jun-25,15-Jun-25,24-Jun-25,20-Aug-27,20-Aug-27,,796,796,29308.1,29308.1,630.2,29302.09,0%,0%,8%,2%,Green,[In Prog] late start; 
DSFFLOW-2107,In Progress,Maiden Installation,Core Network,"UDM, IMS",90,90,0,29-May-25,29-May-25,30-Jun-25,27-Feb-26,27-Feb-26,,274,274,4425.7,4425.7,606.5997222,4382.2,1%,0%,30%,15%,Amber,[In Prog] time ticking without any work progress; late start; 
DSFFLOW-2497,In Progress,Migration,"Core Network, Network Management","Activation, EPC, Resource Orchestration",96,96,18,29-May-25,29-May-25,27-Jun-25,27-Feb-26,27-Feb-26,,274,274,2112.0,2112.0,606.0,2112.0,0%,19%,30%,29%,Green,[In Prog] late start; 
DSFFLOW-3233,In Progress,Migration,Core Network,UDM,16,15,1,14-Jul-25,14-Jul-25,12-Aug-25,15-Aug-25,15-Aug-25,,32,32,614.0,614.0,529.0,614.0,0%,8%,113%,86%,Red,[In Prog] efforts burnt outweighing work output; work progress misaligned with time progress; late start; 
DSFFLOW-1057,In Progress,"Upgrade, Maiden Installation",Core Network,EPC,86,86,6,07-May-25,07-May-25,16-May-25,30-Jan-26,30-Jan-26,30-Jan-26,268,268,3893.75,3893.75,589.0,3876.75,0%,8%,100%,15%,Amber,[In Prog] efforts burnt misaligned with time progress; work progress misaligned with time progress; late start; actual End Date exceeds Today; 
DSFFLOW-2249,In Progress,"Upgrade, Expansion, Maiden Installation",BOS,Monetization Charging,396,396,11,22-Jun-25,22-Jun-25,27-Jun-25,19-Sep-25,19-Sep-25,,89,89,3683.11,3683.11,579.73,3482.11,5%,3%,66%,16%,Amber,[In Prog] efforts burnt misaligned with time progress; work progress misaligned with time progress; 
DSFFLOW-1166,In Progress,Upgrade,Core Network,Cloud,70,70,26,19-May-25,19-May-25,06-Jun-25,30-Dec-25,30-Dec-25,,225,225,1196.0,1196.0,567.6,1159.5,3%,37%,41%,47%,Green,[In Prog] late start; 
DSFFLOW-2321,In Progress,Upgrade,Core Network,Exposure,51,51,23,02-Jun-25,02-Jun-25,19-Jun-25,29-Aug-25,29-Aug-25,,88,88,881.75,881.75,558.55,841.75,5%,45%,89%,63%,Green,[In Prog] late start; 
DSFFLOW-507,In Progress,Upgrade,Network Management,Element Management & Reporting,527,527,460,28-Feb-25,01-Mar-25,26-Jun-25,30-Jul-25,30-Sep-25,,152,213,6628.0,6628.0,4524.683333,5137.183333,22%,87%,80%,68%,Green,[In Prog] late start; 
DSFFLOW-1926,In Progress,Maiden Installation,Core Network,Cloud,97,97,0,26-May-25,26-May-25,10-Jul-25,31-Dec-26,31-Dec-26,,584,584,2188.6,2188.6,557.6,2158.6,1%,0%,15%,25%,Amber,[In Prog] efforts burnt misaligned with work progress; late start; 
DSFFLOW-1087,In Progress,Upgrade,Network Management,Element Management & Reporting,58,56,17,14-May-25,14-May-25,17-May-25,29-Nov-25,29-Nov-25,,199,199,990.0,978.0,543.5,938.0,4%,30%,49%,57%,Amber,[In Prog] efforts burnt misaligned with work progress; 
DSFFLOW-1337,In Progress,"Upgrade, Expansion",BOS,Monetization Charging,338,338,5,14-Apr-25,14-Apr-25,30-May-25,30-Oct-26,30-Oct-26,,564,564,5063.0,5063.0,537.25,4853.0,4%,1%,23%,11%,Green,[In Prog] late start; 
DSFFLOW-3669,In Progress,Upgrade,Core Network,"EPC, IMS, Signaling, UDM",226,226,0,09-Jun-25,09-Jun-25,28-Jul-25,30-Oct-25,30-Oct-25,,143,143,4764.0,4764.0,588.75,4691.75,2%,0%,50%,12%,Amber,[In Prog] time ticking without any work progress; late start; 
DSFFLOW-477,In Progress,"Upgrade, Maiden Installation",Core Network,EPC,76,76,34,08-Nov-24,08-Nov-24,29-Apr-25,28-Feb-26,28-Feb-26,,477,477,2867.5,2867.5,2254.0,2797.5,2%,45%,60%,79%,Amber,[In Prog] efforts burnt misaligned with work progress; late start; 
DSFFLOW-2368,On Hold,Upgrade,Network Management,"Activation, Resource Orchestration",34,34,15,01-Jun-25,01-Jun-25,20-Jun-25,31-Aug-33,31-Aug-33,,3013,3013,766.71,766.71,437.7,738.71,4%,44%,3%,57%,Amber,[On Hold] efforts burnt misaligned with time progress; late start; 
DSFFLOW-133,On Hold,Upgrade,BOS,Core Commerce,423,423,165,17-Mar-25,17-Mar-25,09-Apr-25,30-Jun-25,15-Aug-25,,105,151,3067.0,3067.0,1563.000833,3136.999167,-2%,39%,103%,51%,Amber,[On Hold] projecting 1%+ EAC effort overrun ; efforts burnt misaligned with time progress; work progress misaligned with time progress; late start; 
DSFFLOW-2452,On Hold,Maiden Installation,Network Management,Resource Orchestration,44,44,2,29-May-25,29-May-25,11-Jul-25,27-Feb-26,27-Feb-26,,274,274,1157.0,1157.0,111.58,1157.0,0%,5%,30%,10%,Green,[On Hold] late start; 
